unit_induk,kode_unit_pelaksana,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1C",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1D",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2B",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2C",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3A",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3B",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3C",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 1",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 2",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 3",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 4",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TEKNOLOGI INFORMASI 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TEKNOLOGI INFORMASI 3,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 1A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 1B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 1C,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 1D,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 2A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 2B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 2C,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 2D,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 3A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 3B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 3C,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER AUDIT TRANSMISI DAN DISTRIBUSI 3D,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM ANAK PERUSAHAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI JAKARTA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI JAWA BARAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI JAWA TENGAH DAN D.I. YOGYAKARTA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI JAWA TIMUR,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER BANTUAN HUKUM DAN REGULASI JAWA, MADURA, DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI RIAU DAN KEPULAUAN RIAU,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER BANTUAN HUKUM DAN REGULASI SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI SUMATERA KALIMANTAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI SUMATERA SELATAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM DAN REGULASI SUMATERA UTARA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BANTUAN HUKUM KANTOR PUSAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BIO ENERGI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BRAND,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER BUDAYA PERUSAHAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER COMMUNITY INVOLVEMENT AND DEVELOPMENT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER CONTACT CENTER 123,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER CONTINUOUS IMPROVEMENT PAYMENT CENTRALIZATION,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DANA PENSIUN DAN JAMINAN SOSIAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DATA ANALITIK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DEI DAN ENGAGEMENT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DESAIN PELAYANAN HUMAN CAPITAL AND QUALITY CONTROL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DIGITAL FORENSIK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DIGITAL MARKETING,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DIGITALISASI PEMBANGKITAN DAN TRANSMISI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER DIGITALISASI PROSES BISNIS INTERNAL DAN BEYOND KWH,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EFEKTIVITAS ORGANISASI ANAK PERUSAHAAN DAN AFILIASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EFEKTIVITAS ORGANISASI KANTOR PUSAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EFEKTIVITAS ORGANISASI UNIT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EKSPLORASI DAN PERIZINAN PLTP,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENERGI HIDRO IPP,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENERGI HIDRO PLN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER ENERGI PRIMER JAWA, MADURA DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER ENERGI PRIMER SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENERGI PRIMER SUMATERA DAN KALIMANTAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING DAN PERENCANAAN PENGADAAN GARDU INDUK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING DAN PERENCANAAN PENGADAAN PEMBANGKIT NON EBT 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING DAN PERENCANAAN PENGADAAN PEMBANGKIT NON EBT 2,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING DAN PERENCANAAN PENGADAAN TRANSMISI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING PEMBANGKIT EBT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING PEMBANGKIT NON EBT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER ENJINIRING TEKNOLOGI TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER ENJINIRING TEKNOLOGI TRANSMISI SUMATERA, JAWA, MADURA, DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENJINIRING TRANSMISI DAN GARDU INDUK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ENVIRONMENT SAFEGUARD,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER ENVIRONMENTAL, SOCIAL, AND GOVERNANCE RATING",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP BUDGET PLANNING AND CONTROLLING,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP FINANCE AND ACCOUNTING,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP HELP CENTER AND RETIREMENT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP HUMAN CAPITAL AND QUALITY CONTROL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP LOGISTICS,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER ERP SUPPLY CHAIN MANAGEMENT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EVALUASI CUSTOMER JOURNEY,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EVALUASI PORTOFOLIO,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EVALUASI SUBSIDI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER EVALUASI TARIF,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER FASILITAS SARANA DAN PRASARANA KANTOR PUSAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER FASILITAS TEKNOLOGI INFORMASI KANTOR PUSAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER GEOSPASIAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HARMONISASI DAN MONITORING KEBIJAKAN 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HEALTH CARE PROVIDER,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HEALTH CARE SERVICES,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUBUNGAN INVESTOR DAN GCG,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUBUNGAN LEGISLATIF,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUBUNGAN MEDIA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUBUNGAN NON PEMERINTAHAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUBUNGAN PEMERINTAHAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM ACEH,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM BALI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM BANTEN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM KALIMANTAN BARAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM KALIMANTAN SELATAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM KALIMANTAN TIMUR,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM LAMPUNG,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM NTT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM NUSA TENGGARA BARAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM PAPUA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUKUM SUMBAR,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER HUMAN CAPITAL HELP CENTER,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMBANGAN AUDIT EKSTERNAL 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMBANGAN AUDIT EKSTERNAL 3,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMBANGAN AUDIT EKSTERNAL 4,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMBANGAN AUDIT EKSTERNAL 5,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMPLEMENTASI ASSET MANAGEMENT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMPLEMENTASI ASSET MANAGEMENT KORPORAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IMPLEMENTASI MANAJEMEN ASET PEMBANGKITAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER INFRASTRUKTUR MANAJEMEN KEPATUHAN DAN DATA PROTECTION,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER INSTITUSI KEUANGAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER INTEGRASI INFRASTRUKTUR APLIKASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IT BUSINESS PARTNER DISTRIBUSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IT BUSINESS PARTNER NIAGA DAN PROYEK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IT BUSINESS PARTNER PEMBANGKITAN DAN TRANSMISI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER IT BUSINESS PARTNER SUPPORT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER JAMINAN KUALITAS AUDIT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER JAMINAN KUALITAS MANAJEMEN RISIKO,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KEAMANAN JAWA, MADURA DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KEAMANAN SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEAMANAN SUMATERA DAN KALIMANTAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEBIJAKAN DAN SISTEM INFORMASI ASET PROPERTI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEBIJAKAN NIAGA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEBIJAKAN OPERASIONAL HUMAN CAPITAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEBIJAKAN OPERASIONAL TEKNOLOGI INFORMASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KEBIJAKAN STRATEGIS HUMAN CAPITAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KELAYAKAN KOMERSIALISASI PRODUK NIAGA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KESEKRETARIATAN DAN ADMINISTRASI DEWAN KOMISARIS,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KESEKRETARIATAN DAN ADMINISTRASI DIREKSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KESELAMATAN DAN KESEHATAN KERJA DISTRIBUSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KESELAMATAN DAN KESEHATAN KERJA PEMBANGKIT, PROYEK DAN KANTORPUSAT",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KESELAMATAN DAN KESEHATAN KERJA TRANSMISI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KETAHANAN KEAMANAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA DIREKTORAT KORPORAT DAN UNIT BINAAN 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA DIREKTORAT KORPORAT DAN UNIT BINAAN 2,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA DISTRIBUSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA NIAGA DAN LAPORAN MANAJEMEN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA PEMBANGKITAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KINERJA RANTAI PASOK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KINERJA SUBHOLDING, ANAK PERUSAHAAN, DAN AFILIASI 1",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KINERJA SUBHOLDING, ANAK PERUSAHAAN, DAN AFILIASI 2",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KOMUNIKASI CEO OFFICE,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KOMUNIKASI DAN KOLABORASI PENGEMBANGAN BISNIS,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KOMUNIKASI INTERNAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KOMUNIKASI PERUBAHAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSOLIDASI DATA LAPORAN KEUANGAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI JARINGAN JAWA, MADURA, BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSTRUKSI JARINGAN KALIMANTAN DAN SULAWESI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI JARINGAN MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSTRUKSI JARINGAN SUMATERA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT IPP EBT JAWA, MADURA, BALI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT IPP EBT SUMATERA, KALIMANTAN DAN SULAWESI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT IPP NON EBT JAWA, MADURA, BALI, MALUKU,PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT IPP NON EBT SUMATERA, KALIMANTAN DAN SULAWESI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT PLN EBT JAWA, MADURA, BALI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT PLN EBT SUMATERA, KALIMANTAN DAN SULAWESI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT PLN NON EBT JAWA, MADURA, BALI, MALUKU,PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI PEMBANGKIT PLN NON EBT SUMATERA, KALIMANTAN DAN SULAWESI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI TRANSMISI KALIMANTAN, SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONSTRUKSI TRANSMISI SUMATERA, JAWA, MADURA, DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 1A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 1B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 2A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 2B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 3A,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSULTANSI AUDIT 3B,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONSUMSI ENERGI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK JAKARTA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK JAWA BARAT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK JAWA TENGAH DAN D.I. YOGYAKARTA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK JAWA TIMUR,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK RIAU DAN KEPULAUAN RIAU,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK SULAWESI SELATAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK SUMSEL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTRAK SUMUT,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KONTROL KUALITAS DAN REGULASI PENGADAAN PEMBANGKIT DAN IPP,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KONTROL KUALITAS DAN REGULASI PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIAL TERPUSAT",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KORPORASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KPKU,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KUALITAS DAN EFISIENSI DISTRIBUSI JAWA, MADURA, DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER KUALITAS DAN EFISIENSI DISTRIBUSI SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER KUALITAS DAN EFISIENSI DISTRIBUSI SUMATERA DAN KALIMANTAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LAPORAN MANAJEMEN DAN STATISTIK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LAYANAN KHUSUS DAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER LEGAL ASET PROPERTI KALIMANTAN, SULAWESI, MALUKU, PAPUA, DAN NUSA TENGGARA",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,"MANAGER LEGAL ASET PROPERTI SUMATERA, JAWA, MADURA, DAN BALI",MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER DISTRIBUSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER HUMAN CAPITAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER IPP DAN PEMBANGKITAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER KEUANGAN DAN PENDANAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER KONSTRUKSI DAN PMO,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER PENGADAAN ENERGI BARU TERBARUKAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER PENGADAAN KONSTRUKSI DAN RANTAI PASOK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER RETAIL DAN NIAGA,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL BUSINESS PARTNER TRANSISI ENERGI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER LEGAL SHARE SERVICE,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN ASET DISTRIBUSI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN ASET TRANSMISI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN DAN ENJINIRING DATA PERUSAHAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN HUBUNGAN INDUSTRIAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN INTEGRITAS,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN KELAYAKAN INFRASTRUKTUR PEMBANGKITAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN KELAYAKAN INFRASTRUKTUR TRANSMISI DAN GARDU INDUK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN KEPATUHAN REGULASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN KINERJA HUMAN CAPITAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN RISIKO DAN KEPATUHAN PERBENDAHARAAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN RISIKO DAN PERFORMA VENDOR,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN RISIKO KECURANGAN OPERASI DAN PROYEK,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN RISIKO KECURANGAN STRATEGI DAN KEUANGAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MANAJEMEN SUPPLY,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MEDIA SOSIAL DAN DIGITAL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING 1,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING 2,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING DAN EVALUASI INVESTASI,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING DAN EVALUASI PENJUALAN,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING DAN EVALUASI RUPTL,MD,1
PT PLN (PERSERO) KANTOR PUSAT,1001,MANAGER MONITORING KEMITRAAN TENAGA KERJA,MD,1
